entry_date,entry_price,exit_date,exit_price,reason,code,name,net_ret
2026-04-24,51600.0,2026-04-25,53738.0,trailing_stop,403870,HPSP,0.03913410852713178
2026-04-25,11350.0,2026-04-25,11644.0,hard_stop_5MA,090710,휴림로봇,0.02360308370044053
2026-04-25,98400.0,2026-04-25,98940.0,hard_stop_5MA,071970,HD현대마린엔진,0.00318780487804878
2026-04-25,40850.0,2026-04-25,41340.0,hard_stop_5MA,001440,대한전선,0.009695104039167686
2026-04-25,99700.0,2026-04-25,101720.0,hard_stop_5MA,353200,대덕전자,0.017960782347041123
2026-04-25,71600.0,2026-04-26,77212.0,trailing_stop,082740,한화엔진,0.07607988826815643
2026-04-25,6910.0,2026-04-26,6642.0,hard_stop_5MA,209640,와이제이링크,-0.041084370477568743
2026-04-25,45800.0,2026-04-25,47300.0,hard_stop_5MA,080220,제주반도체,0.03045109170305677
2026-04-25,1146000.0,2026-04-26,1154600.0,hard_stop_5MA,267260,HD현대일렉트릭,0.0052043630017452
2026-04-25,55000.0,2026-04-25,57300.0,hard_stop_5MA,089030,테크윙,0.03951818181818181
2026-04-25,1663.0,2026-04-26,1720.8,hard_stop_5MA,092220,KEC,0.0324564642212868
2026-04-25,34650.0,2026-04-26,36450.0,hard_stop_5MA,098460,고영,0.049648051948051955
2026-04-25,142700.0,2026-04-25,149700.0,hard_stop_5MA,078600,대주전자재료,0.04675395935529082
2026-04-25,35050.0,2026-04-26,34047.0,trailing_stop,010140,삼성중공업,-0.03091626248216833
2026-04-25,322000.0,2026-04-26,340500.0,hard_stop_5MA,010060,OCI홀딩스,0.055153416149068324
2026-04-25,116200.0,2026-04-25,114180.0,hard_stop_5MA,036930,주성엔지니어링,-0.01968382099827883
2026-04-25,7900.0,2026-04-25,8058.0,hard_stop_5MA,036540,SFA반도체,0.0177
2026-04-28,81300.0,2026-04-29,81480.0,trailing_stop,440110,파두,-8.597785977859781e-05
2026-04-28,10680.0,2026-04-29,12697.3,trailing_stop,006340,대원전선,0.18658576779026212
2026-04-28,693000.0,2026-04-29,673180.0,trailing_stop,277810,레인보우로보틱스,-0.0309002886002886
2026-04-28,17520.0,2026-04-29,19283.6,trailing_stop,222080,씨아이에스,0.09836210045662093
2026-04-28,367000.0,2026-04-29,366175.0,trailing_stop,042700,한미반도체,-0.004547956403269755
2026-04-28,58500.0,2026-04-29,55060.0,hard_stop_5MA,080220,제주반도체,-0.06110341880341881
2026-04-28,3480.0,2026-04-28,3214.0,hard_stop_5MA,452260,한화갤러리아,-0.0787367816091954
2026-04-28,9240.0,2026-04-29,8132.0,hard_stop_5MA,209640,와이제이링크,-0.12221341991341991
2026-04-28,87300.0,2026-04-29,84140.0,hard_stop_5MA,489790,한화비전,-0.03849702176403208
2026-04-29,141200.0,2026-04-30,147149.0,trailing_stop,066570,LG전자,0.03983172804532578
2026-04-29,37200.0,2026-04-30,36229.5,trailing_stop,047040,대우건설,-0.028388709677419355
2026-04-29,17780.0,2026-04-30,17906.2,trailing_stop,241520,DSC인베스트먼트,0.004797862767154147
2026-04-29,6140.0,2026-04-30,5614.0,hard_stop_5MA,001200,유진투자증권,-0.08796775244299673
2026-04-30,51700.0,2026-05-01,57618.0,trailing_stop,001440,대한전선,0.11216808510638299
2026-04-30,14330.0,2026-05-01,15471.5,trailing_stop,017510,세명전기,0.07735806001395673
2026-04-30,133700.0,2026-05-01,133375.0,trailing_stop,010950,S-Oil,-0.004730815258040389
2026-04-30,146500.0,2026-05-01,143560.0,trailing_stop,096770,SK이노베이션,-0.02236825938566553
2026-04-30,56800.0,2026-05-01,59170.0,trailing_stop,178320,서진시스템,0.03942535211267606
2026-04-30,845000.0,2026-05-01,850690.0,trailing_stop,402340,SK스퀘어,0.004433727810650888
2026-04-30,31600.0,2026-05-01,30652.0,trailing_stop,417200,LS머트리얼즈,-0.032299999999999995
2026-04-30,114400.0,2026-05-01,115333.0,trailing_stop,011170,롯데케미칼,0.005855594405594406
2026-04-30,11180.0,2026-05-01,12998.0,trailing_stop,147830,제룡산업,0.1603118067978533
2026-05-01,4045.0,2026-05-02,4045.0,hard_stop_5MA,024840,KBI메탈,-0.0023
2026-05-01,222500.0,2026-05-01,232500.0,hard_stop_5MA,062040,산일전기,0.0426438202247191
2026-05-01,9590.0,2026-05-01,9766.0,hard_stop_5MA,025860,남해화학,0.01605245046923879
2026-05-01,16890.0,2026-05-02,19206.0,trailing_stop,199820,제일일렉트릭,0.13482255772646537
2026-05-01,16000.0,2026-05-02,15336.0,hard_stop_5MA,046890,서울반도체,-0.043800000000000006
2026-05-01,22100.0,2026-05-01,21770.0,hard_stop_5MA,432720,퀄리타스반도체,-0.017232126696832578
2026-05-01,48950.0,2026-05-01,49520.0,hard_stop_5MA,009830,한화솔루션,0.009344535240040858
2026-05-01,120000.0,2026-05-02,117079.0,trailing_stop,454910,두산로보틱스,-0.026641666666666668
2026-05-01,12970.0,2026-05-02,16082.6,trailing_stop,006340,대원전선,0.23768457979953742
2026-05-01,7750.0,2026-05-02,9137.4,trailing_stop,125020,티씨머티리얼즈,0.17671935483870962
2026-05-05,279000.0,2026-05-05,279500.0,hard_stop_5MA,062040,산일전기,-0.0005078853046594982
2026-05-05,131200.0,2026-05-06,143463.0,trailing_stop,103590,일진전기,0.09116798780487806
2026-05-05,12290.0,2026-05-05,12534.0,hard_stop_5MA,006910,보성파워텍,0.01755353946297803
2026-05-05,502000.0,2026-05-06,569390.0,trailing_stop,006260,LS,0.13194302788844622
2026-05-05,486000.0,2026-05-06,503430.0,trailing_stop,005490,POSCO홀딩스,0.033564197530864204
2026-05-05,411500.0,2026-05-06,422920.0,trailing_stop,051910,LG화학,0.02545212636695018
2026-05-05,18730.0,2026-05-06,21631.0,trailing_stop,199820,제일일렉트릭,0.15258521089161772
2026-05-05,17700.0,2026-05-05,17670.0,hard_stop_5MA,425040,티이엠씨,-0.003994915254237288
2026-05-05,26050.0,2026-05-06,31185.5,trailing_stop,432720,퀄리타스반도체,0.1948401151631478
2026-05-05,4305.0,2026-05-05,4354.0,hard_stop_5MA,018880,한온시스템,0.009082113821138212
2026-05-05,110400.0,2026-05-05,113580.0,hard_stop_5MA,016360,삼성증권,0.026504347826086957
2026-05-05,79500.0,2026-05-06,90986.0,trailing_stop,033100,제룡전기,0.14217798742138366
2026-05-05,909000.0,2026-05-06,1114530.0,trailing_stop,402340,SK스퀘어,0.2238056105610561
2026-05-05,17550.0,2026-05-06,17722.0,hard_stop_5MA,050890,쏠리드,0.0075005698005698
2026-05-07,392000.0,2026-05-08,419040.0,trailing_stop,028260,삼성물산,0.06667959183673469
2026-05-07,82800.0,2026-05-08,80316.0,trailing_stop,006800,미래에셋증권,-0.032299999999999995
2026-05-07,17200.0,2026-05-08,15850.0,hard_stop_5MA,356680,엑스게이트,-0.08078837209302325
2026-05-07,535000.0,2026-05-08,538350.0,trailing_stop,034730,SK,0.003961682242990654
2026-05-07,4598000.0,2026-05-08,4599740.0,trailing_stop,298040,효성중공업,-0.0019215745976511526
2026-05-07,272000.0,2026-05-08,268690.0,trailing_stop,005930,삼성전자,-0.014469117647058823
2026-05-08,68100.0,2026-05-09,67415.0,trailing_stop,178320,서진시스템,-0.012358737151248165
2026-05-08,235500.0,2026-05-09,236195.0,trailing_stop,247540,에코프로비엠,0.0006511677282377919
2026-05-08,4300.0,2026-05-09,5131.3,trailing_stop,078150,HB테크놀러지,0.1910255813953489
2026-05-08,62000.0,2026-05-09,61013.0,trailing_stop,028050,삼성E&A,-0.018219354838709678
2026-05-08,3850.0,2026-05-09,3938.2,trailing_stop,203650,드림시큐리티,0.02060909090909086
2026-05-08,590000.0,2026-05-09,627590.0,trailing_stop,005380,현대차,0.06141186440677966
2026-05-08,52800.0,2026-05-09,53059.0,trailing_stop,138080,오이솔루션,0.0026053030303030307
2026-05-08,1048000.0,2026-05-09,1053600.0,hard_stop_5MA,402340,SK스퀘어,0.0030435114503816795
2026-05-08,134500.0,2026-05-08,128980.0,hard_stop_5MA,034020,두산에너빌리티,-0.043340892193308556
2026-05-08,21350.0,2026-05-09,23716.5,trailing_stop,010170,대한광통신,0.10854309133489462
2026-05-09,34450.0,2026-05-10,34300.0,hard_stop_5MA,319400,현대무벡스,-0.0066541364296081274
2026-05-09,129100.0,2026-05-09,129160.0,hard_stop_5MA,058610,에스피지,-0.0018352439969016266
